DateTime,Date,demand
2018-01-19 12:00:00,20180119T12Z,8270.25907987066
2018-01-19 13:00:00,20180119T13Z,8922.10644949217
2018-01-19 14:00:00,20180119T14Z,9075.185219969677
2018-01-19 15:00:00,20180119T15Z,8846.873197107321
2018-01-19 16:00:00,20180119T16Z,8651.127420068962
2018-01-19 17:00:00,20180119T17Z,8420.203131498798
2018-01-19 18:00:00,20180119T18Z,8110.040116458481
2018-01-19 19:00:00,20180119T19Z,7829.656930487166
2018-01-19 20:00:00,20180119T20Z,7558.852052111145
2018-01-19 21:00:00,20180119T21Z,7325.837950974736
2018-01-19 22:00:00,20180119T22Z,7206.892785745911
2018-01-19 23:00:00,20180119T23Z,7222.740531039942
2018-01-20 00:00:00,20180120T00Z,7387.835723773362
2018-01-20 01:00:00,20180120T01Z,7631.298887741001
2018-01-20 02:00:00,20180120T02Z,7546.661478808044
2018-01-20 03:00:00,20180120T03Z,7414.3066829458085
2018-01-20 04:00:00,20180120T04Z,7188.2586236968855
2018-01-20 05:00:00,20180120T05Z,6872.522775146579
2018-01-20 06:00:00,20180120T06Z,6502.974253015443
2018-01-20 07:00:00,20180120T07Z,6227.98974950693
2018-01-20 08:00:00,20180120T08Z,6025.452081628272
2018-01-20 09:00:00,20180120T09Z,5896.754457756966
2018-01-20 10:00:00,20180120T10Z,5851.823487582681
2018-01-20 11:00:00,20180120T11Z,5869.58689439577
2018-01-20 12:00:00,20180120T12Z,6015.17716984423
2018-01-20 13:00:00,20180120T13Z,6260.904297425302
2018-01-20 14:00:00,20180120T14Z,6485.210846202353
2018-01-20 15:00:00,20180120T15Z,6619.133001489273
2018-01-20 16:00:00,20180120T16Z,6669.46265412636
2018-01-20 17:00:00,20180120T17Z,6566.887687333127
2018-01-20 18:00:00,20180120T18Z,6390.820978626916
2018-01-20 19:00:00,20180120T19Z,6190.721425408879
2018-01-20 20:00:00,20180120T20Z,6037.642654931373
2018-01-20 21:00:00,20180120T21Z,5915.736921900366
2018-01-20 22:00:00,20180120T22Z,5841.026122657077
